site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,duplicate_of,status,similar_names
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",15,"cupancy (A) Diagram of Density estimate and statistical test using the sample method t-test (Parametric Test) comparing the tendency of the length of flakes release on the core stone in the two residential phases at the Leang Batti Site (B). (Source: Suryatman, et al., 2020) The core that differs between the two occupation phases is core which extracted from large flakes (Figures 11D and E), found in the Middle Holocene period but not found in the prev",Leang Batti Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",16,"of the Middle Holocene layer (B). The core stone is extracted from a larger flake using volcanic materials (D) and chert (E) from the Middle Holocene phase. Scale 1 cm. (Source: Suryatman, et al., 2020). DISCUSSIONS The Leang Batti site is one of the caves sites in the highland of the Bontocani Region which has some variattion of rock painting, besides Leang Uhalie . However, until now there are no dating results analyzed specifically from the Bon",Leang Batti,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",17,"Development of Stone Flake Artifact Technology in the Early Half of Holocene 211at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) inhabited by prehistoric people who have the same rock art tradition as the Maros- Pangkep region. Current excavation data from Leang Batti do not show",Leang Batti,duplicate,
Leang Bulu Bettue Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",17,"layer , as found at the Maros Pangkep region. Excavation f indings obtained from the Holocene strata also show no archaeological evidence associated with art symbols, such as found from the Late Pleistocene layer at the Leang Bulu Bettue Site (see Brumm et al., 2017). The cultural layer in the context of the rock art from Leang Batti may never be recovered because it might be eroded, or perhaps there is any hidden cultural layer which not yet found, covered",Leang Bulu Bettue Site,duplicate,
Leang Burung,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",17,"s to be retained from the Late Pleistocene to the Early Holocene is the use of flake tools which tend to be large with reduced by the Direct Percussion technique, as well as its comparison with similar findings from the Leang Burung 2 (Brumm et al., 2018; Glover, 1981). These flakes have not been modified, some of them have only been retouched possibly for the purpose of tidying the sharp edges. However, there are some technological differences fro",Leang Burung,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",17,"have not been modified, some of them have only been retouched possibly for the purpose of tidying the sharp edges. However, there are some technological differences from the Late Pleistocene which were not found at the Leang Batti Site, namely the bipola r technique for reducing core that was also reported from the Leang Burung 2 Site. The differences may occur because of the use of different material sources at each site. Some knowledge to reduce cor",Leang Batti Site,duplicate,
Leang Jarie Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",18,"technology in order to survive in the middle of other communities that introduced the Toalean cultural techno-complex. The evidence of the oldest Maros point technology between 8000 -7000 calBP has been reported at the Leang Jarie Site, one of the lowland site of South Sulawesi (Suryatman et al., 2019). Thus, the Leang Batti inhabitants in the highland still retained their previous technological knowledge, when the lowlands inhabitant started to innov",Leang Jarie Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",18,"ultural techno-complex. The evidence of the oldest Maros point technology between 8000 -7000 calBP has been reported at the Leang Jarie Site, one of the lowland site of South Sulawesi (Suryatman et al., 2019). Thus, the Leang Batti inhabitants in the highland still retained their previous technological knowledge, when the lowlands inhabitant started to innovate in the making of more complex flake tools. This wave of knowledge was extending to the",Leang Batti,duplicate,
Leang Batti Site,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",18,"eang Batti inhabitants might be survive and be trapped in the middle of the Toalean culture, and their impact also received by the Leang Batti inhabitant. CONCLUSIONS The results showed that the lithic technology at the Leang Batti Site consisted of two different occupation phases. The first phase is the Early Holocene period estimated between 9000 and 7000 years ago. The technology is dominated by large flakes and used directly as a tool without modif",Leang Batti Site,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",19,"213 Development of Stone Flake Artifact Technology in the Early Half of Holocene at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) ACKNOWLEDGEMENTS This research is the result of a study funded by the Balai Arkeologi Sulawesi Selatan (National Archaeological Research Center) in 2018",Leang Batti,duplicate,
Leang Burung,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",20,"rts, 8220, pp. 1–10. https://doi.org/10.1038/s41598 - 019-42946-9 Brumm, A., Hakim, B., Ramli, M., Aubert, M., Bergh, G. D. Van Den, Li, B., … Morwood, M. J. (2018). A Re assessment of the early archaeological record at Leang Burung 2, a Late Pleistocene rock-shelter site on the Indonesian island of Sulawesi. Plos One , April, pp. 1–43. https://doi.org/doi.org/10.1371/journal.pone.0193025.g001 Brumm, A., Langley, M. C., Haki m, B., Perston, Y., Sur",Leang Burung,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",21,"215 Development of Stone Flake Artifact Technology in the Early Half of Holocene at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) Grun, R. (2017). Early human symbolic behavior in the Late Pleistocene of Wallacea. PNAS, Early Edit , pp. 1–6. https://doi.org/10.1073/pnas.1619013114",Leang Batti,duplicate,
Leang Sakapao,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",21,"oi.org/10.1073/pnas.1619013114 Bulbeck, D., Pasqua, M., & Lello, A. D. I. (2001). Culture History of the Toalean of South Sulawesi , Indonesia. Asian Perspectives, 39(1). Bulbeck, D., Sumantri, I., & Hiscock, P. (2004). Leang Sakapao 1, a second dated Pleistocene site from South Sulawesi, Indonesia. In S. G. Keates & J. M. Pasveer (Eds.), Modern Quarternary Research in Indonesia 18 (pp. 111–128). The Netherlands: Balkema Publisher. Clarkson, C., & C",Leang Sakapao,duplicate,
Leang Cave,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",21,"he importance of use-wear analysis for understanding flake assemblages. Journal of Archaeological Science, 112. https://doi.org/10.1016/j.jas.2019.105031 Glover, I. C. (1973). Preliminary Report on The Excavation of Ulu Leang Cave, Maros.",Leang Cave,duplicate,
Leang Burung,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",22,"mber 2020 Glover, I. C. (1978). Survey and Excavation in The Maros District, South Sulawesi, Indonesia: The 1975 Field Saeson. Bulletin of the Indo -Pacific Prehistory Association, 1, pp. 113–114. Glover, I . C. (1981). Leang Burung 2: an upper Paleolthic rock Shelter in South Sulawesi, Indonesia. MQRSEA, 6, pp. 1–38. Hakim, B. (2010). Laporan Penelitian Arkeologi Ekskavasi Leang Batti, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011a).",Leang Burung,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",22,"Prehistory Association, 1, pp. 113–114. Glover, I . C. (1981). Leang Burung 2: an upper Paleolthic rock Shelter in South Sulawesi, Indonesia. MQRSEA, 6, pp. 1–38. Hakim, B. (2010). Laporan Penelitian Arkeologi Ekskavasi Leang Batti, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011a). Laporan Pe nelitian Arkeologi -Prasejarah: Gua Batti Bontocani, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011b). Pola pikir dan tingkah laku",Leang Batti,duplicate,
Gua Batti Bontocani,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",22,"h Sulawesi, Indonesia. MQRSEA, 6, pp. 1–38. Hakim, B. (2010). Laporan Penelitian Arkeologi Ekskavasi Leang Batti, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011a). Laporan Pe nelitian Arkeologi -Prasejarah: Gua Batti Bontocani, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011b). Pola pikir dan tingkah laku manusia prasejarah (Toala?) di Situs Gua Batti, Bontocani: Berdasarkan vaiabilitas temuan arkeologi. Walennae, 12(1), pp. 47–60",Gua Batti Bontocani,duplicate,
Gua Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",22,"h Sulawesi, Indonesia. MQRSEA, 6, pp. 1–38. Hakim, B. (2010). Laporan Penelitian Arkeologi Ekskavasi Leang Batti, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011a). Laporan Pe nelitian Arkeologi -Prasejarah: Gua Batti Bontocani, Kabupaten Bone, Sulawesi Selatan. Makassar. Hakim, B. (2011b). Pola pikir dan tingkah laku manusia prasejarah (Toala?) di Situs Gua Batti, Bontocani: Berdasarkan vaiabilitas temuan arkeologi. Walennae, 12(1),",Gua Batti,duplicate,
Leang Batti,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",23,"217 Development of Stone Flake Artifact Technology in the Early Half of Holocene at Leang Batti, South Sulawesi ; (Suryatman, Fakhri, Ratno Sardi, Budianto Hakim) North-South division for backed artifact production in Australia. Australian Archaeology, 79, pp. 146–155. https://doi.org/10.1002/arco.5040 Marwick, B.",Leang Batti,duplicate,
Leang Jarie,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",24,"i Dataran Tinggi Sulawesi Selatan. Amerta, 35(2). https://doi.org/10.24832/amt.v35i2.315 Suryatman, Hakim, B., Mahmud, M. I., Fakhri, Burhan, B., Oktaviana, A. A., … Syahdar, F. A. (2019). Artefak Batu Preneolitik Situs Leang Jarie: Bukti Teknologi Maros Point Tertua di Kawasan Budaya Toalean, Sulawesi Selatan. Amerta, 37(1), pp. 1–17. https://doi.org/10.24832/amt.v37i1.1-17 Suryatman, Hakim, B., & Sardi, R. (2016). Industri Alat Batu Cabbenge di",Leang Jarie,duplicate,
Leang Sarru Rockshelter,,,,,"data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",24,"uddin & B. A.K.W. (Eds.), Lembah Walennae: Lingkungan Purba dan Jejak Arkeologi Peradaban Soppeng (pp. 35–69). Makassar: Ombak. Tanudirjo, D. A. (2005). Long -continuous or short -occasional Occupation? The human use of Leang Sarru Rockshelter in the Talaud Island, Norteastern Indonesia. IPPA Bulletin, 3, pp. 15–19. Wedage, O., Picin, A., Blinkhorn, J., Douka, K., Deraniyagala, S., Kourampas, N., … Roberts, P. (2019). Microlith in the South Asian Rainforest ~",Leang Sarru Rockshelter,duplicate,
Leang Cave,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,1,"Archipel Ulu Leang Cave, Maros : A Preliminary Sequence of post- Pleistocene Cultural Development in South Sulawesi Ian C. Glover Abstract IV. 1. Ian C. Glover (Institute of Archaeology, London) supplies a detailed, illustrated, report on the",Leang Cave,duplicate,
Leang Pattae,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,3,"carbon dating, and to assess the future archaeological potential of the region. It was soon apparent that many of the sites investigated by earlier Dutch prehistorians were either largely exhausted (Pangan- reang Tudea, Leang Pattae, Karassak, Saripa), or too mixed for worthwhile re-excavation (Batu Ejaja). New prehistoric sites were found (Batu Ejaja 2, Leang Burung, Ulu Leang 1 and 2, Ulu Wae) but even at these sites digging, either by porcelain",Leang Pattae,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,3,"by earlier Dutch prehistorians were either largely exhausted (Pangan- reang Tudea, Leang Pattae, Karassak, Saripa), or too mixed for worthwhile re-excavation (Batu Ejaja). New prehistoric sites were found (Batu Ejaja 2, Leang Burung, Ulu Leang 1 and 2, Ulu Wae) but even at these sites digging, either by porcelain hunters, for mineral- rich soil for nearby sawah, or for batu Hongkong (bedded limestone for the manufacture of lime and whitewash) had,",Leang Burung,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,4,"was small, about 5,300 flakes, of which less than 10% were retouched or obviously utilized, and 140 sherds from the top layers only. Nevertheless, this sequence appeared to contradict another provisional one obtained at Leang Burung by Mulvaney and Soejono (1970b: 170-2). Further excavation was required to obtain an adequate sample on which to build a more solid case. During the excavation of Ulu Leang our attention was drawn to another cave (Ulu L",Leang Burung,duplicate,
Leang The,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,4,"eang. I would like to take this opportunity of thanking those supporting bodies and the many people in Jakarta, Ujung Pandang, and Maros and Kampong Tompokbalang who helped me to undertake this work. *) The caves of Ulu Leang The caves are situated about 40 km. north-east of Ujung Pandang, within the area of Kampung Tompokbalang (Desa Kalabirang, Keca- matan Bantimurung, Kabupaten Maros). They lie about 4 km. north *) Mrs. E. A. Glover, Drs. Had",Leang The,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,22,"re a late development at Ulu Leang and are certainly contemporary with the Maros points. This may be an important point in reconciling the apparent conflict, which is discussed later, between the sequences obtained from Leang Burung and Ulu Leang. The geometries in spits 1 and 3 are all close to 1.8 cm long, 1.1 cm wide, and 0.3 cm thick. b, oblique blunting (j) In spits 5, 6 and 8 there are five flakes with blunting retouch from the bulbar face on",Leang Burung,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,29,"ntradict generalisations about the Toalian Culture which have been made by earlier writers. Mulvaney and Soejono (1970b : 171) have already explicitely claimed contemporaneity for pottery and a microlithic assemblage at Leang Burung, and at the same time put forward an argument that most of tne finds from Trench B at that site are earlier than most of those from Trench A. Pottery was apparently found throughout both trenches, but Trench A contained",Leang Burung,duplicate,
Leang Pattae,,,,,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,29,"ng Burung, although pottery is found with both. This is quite contrary to the results from Ulu Leang which, as already stated, conform better to the Panganreang Tudea sequence and to the one proposed by van Heekeren for Leang Pattae (1952 : 25-6). (*) Obviously clarification of this must await the full publication of Leang Burung as well as the completed analysis of the finds from Ulu Mulvaney (pers. comm. 24.3.75) tells me that another C-14 result",Leang Pattae,duplicate,
