SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS;WEB_IMAGES;DUPLICATE_DB_NAME;DUPLICATE_SCORE;DUPLICATE_FLAG
drive-828796996c52;Gua Masri II Cave;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631;Description: xpressions of Non-literate Peoples , 33–47. Union Internationale des Sciences Préhistoriques et Proto-historiques: Paris. Chazine, J.-M. and Noury, A. 2006. Sexual determination of hand stencils in the main panel of the Gua Masri II Cave (East Kalimantan/Borneo-Indonesia). International Newsletter on Rock Art 44, 21–25. Chazine, J.-M. 2008a. Aesthetics and function: a composite role in Borneo rock art. In (T. Heyd and J. Clegg, eds) Aesthetics and Rock & NOURY A. 2006. — Identification sexuelle des empreintes de mains négatives du panneau de la grotte de Gua Masri II (Est-Kalimantan / Bornéo – Indonésie) / Sexual determination of hand stencils on the main panel of the Gua Masri II Cave (Est-Kalimantan / Borneo – Indonesia). International Newsletter On Rock Art [INORA], 44, p. 21-26. CHAZINE J.-M. & SETIAWAN P. 2008. — Discovery of a New Rock Art, in East Borneo: New data for réflexion. I | Keywords: Rock art site;;;;
drive-9844785b202c;Gua Pasca- Plestosen. Berita Penelitian Arkeologi;East Kalimantan;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.1038/s41586-022-05160-8;"""Description: P. J. Piper 44 Widianto, H. & Handini, R. 2003. Kyarakter budaya prasejarah di kawasan Gunung Batubuli, kyalim - antan Selatan: Mekanisme hunian Gua Pasca-Plestosen. Berita Penelitian Arkeologi 12: Balai Arkeologi Banjarmasin (in Indonesian). Woodroffe, C. D., Thom, B. G., & Chappell, J. 1985. Development of widespread mangrove swamps in mid-Holocene times in northern Australia. Nature 317: 711–713. Yoneda, M. limb 31,000 years ago in Borneo. Nature. 2022; 609 (7927):547-551. DOI: 10.1038/s41586-022-05160-8 [32] Widianto H, Handini R. Karakter Budaya Prasejarah di Kawasan Gunung Batubuli, Kalimantan Selatan: Mekanisme Hunian Gua Pasca- Plestosen. Berita Penelitian Arkeologi. 2003; 12:1-91 [33] Arifin K. Early Human Occupation of the East Kalimantan Rainforest [PhD thesis]. Canberra, Australia: Australian National University; 2004 [34] Chazine J-M. Compte-Rendu de mission: Borneo 2006. Fr | Keywords: Occupation site""";;;;
drive-90beec1bb20d;Gua Pindi;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: East Kalimantan (ornately decorated sites shown in italics): 1. Gua Mardua; 2. Gua Payau; 3. Gua Kambing; 4. Liang Sara; 5. Alan Bilao; 6. Liang Pelahniran; 7. Ara Raya; 8. Gua Masri; 9. Gua Ilas Kenceng; 10. Gua Tewet, Gua Pindi, Gua Te'et, Gua Ujan, Gua Batu Aji; 11. Gua Tamrin, Gua Mentis, Gua Kayu Sampung, Gua lias Kecil, Gua Tangkorak, Gua Kurang Tahu, Gua Ham; 13. Gua Berak, GuaJufri, Gua Tembus, Gua Sahak; 14. Gua Lungun, Gua Keboboh, Gua peng har ga an Rolex for En tre pri se (No vem ber 2000), eks pe di si plu ri di si pli ner per ta ma. Pe ne mu an 11 gua ber - gam bar di Gu nung Ma rang: Gua Ta mrin, Gua Kayu Sa pung, Gua Men tis, Gua Ku rang Tahau, Gua Pindi, Gua Fosil, Gua Te’ et, Gua Ujan, Gua Ilas Kecil, Gua Teng ko rak, Liang Tébok, Gua Ham. Pe - ser ta: Je an-Mi chel Cha zi ne, Pier re de Con inck, Luc-Hen ri Fage, Yves Per ret te, Pindi Se tia wan. Sep tem ber: Je an-""";;;;
drive-c49e25bd1b9d;Karim Cave;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1016/j.microc.2020.104738 | https://doi.org/10.1038/s41598-021-87923-3;Description: repared without grinding technique so that it contains a larger particle size compared to red pigment. This study was conducted to investigate the physicochemical properties of purple, dark-red, and red pigments used in Karim Cave, Sangkulirang–Mangkalihat, East Kalimantan, Indonesia. The site con- tains several figurative rock art motifs with different hues. i.e., purple, dark-red, and red. Herein, several advanced instruments such as Fourier Tr ter or groundwater flow[16–18]. The XRD measurement of the substrate rock confirms this result (Fig. S4). It shows that the sub- strate rock contains only calcite and gypsum. In the three rock art pigments obtained from Karim Cave, the pre- sence of whewellite was also identified. Watchman[19]has outlined the presence of whewellite in rock art pigment specimens, where whewellite was a patina coating on the surface of the pigment layer. Whewellit | Keywords: Rock art site;;;;
drive-803b0b6c04b2;Kimanis Cave;East Kalimantan;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2022.2108947.] | https://doi.org/10.5281/zenodo.3929274;"""Description: PhD students, Karina Arifin, undertook research in the upper Birang Valley in the Berau region of east Kalimantan, an area now 60 km inland from the sea and perhaps more than 100 km inland during the LGM (Arifin 2004). Kimanis Cave was occupied from about 20 kya and contained a hunter‐gatherer rned contained a secondary and a ﬂexed human burial, 149 lithic items, vertebrate bone fragments and freshwater shells (Brotia sp; Ariﬁn, 2004 ). The material culture from upper Kapuas Basin is comparable with that from Kimanis Cave, showing simple stone ﬂaking with no indication of blade working. Unfortunately, no human remains were discovered from the Late Pleistocene layers in the upper Kapuas Basin. However, it might be signi ﬁcant that occupat | Keywords: Cave""";;;;
drive-6b0234972053;Liang Abu;East Kalimantan;;4326;117.287861;1.468306;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.1002/gea.20122 | https://doi.org/10.5281/zenodo.6774530 | https://doi.org/10.1016/j.quaint.2015.11.080 | https://doi.org/10.1080/01977261.2003.11721004 | https://doi.org/10.2218/jls.v4i2.2544 | https://doi.org/10.5281/zenodo.3929274 | https://doi.org/10.5281/zenodo.3929562 | https://doi.org/10.5281/zenodo.3929615 | https://doi.org/10.5281/zenodo.6774519 | https://doi.org/10.5281/zenodo.6774530 | https://doi.org/10.5281/zenodo.4719577 | https://doi.org/10.5281/zenodo.4720392;Description: aNew Guinea Borneo Java PACIFIC OCEAN Timor Sulawesi Vietnam Peninsula Malaysia Flores Southern China 20000 kilometres at equator S O UTH CHINA SEA Sumatra Thailand Silabe and Harimau caves Buni Sireh Cave Kendeng Lembu Liang Abu Lolo Gedang Loyang Mendale Minanga Sipakko and Kamassi Proposed Austroasiatic route Austronesian routes Philippines Niah Cave Neolithic red-slipped pottery Both red-slipped and cord-marked pottery Cord-marked pottery Pa ., Ferrié, J.G., Setiawan, P ., Sarel, J., Agus Oktaviana, A., Guerreiro, A., Amuranto, B., Grenet, M., Plut- niak, S., Voeltzel, B., Chazine, J.M., Djubiantono, T. 2011. Pre - historic occupation at the rock shelter of Liang Abu, eastern Borneo. Antiquity, 85: 329. Ricaut, F .X., Ferrié, J.G., Sarel, J., Guerreiro, A., Plutniak, S., Chaz- ine, J.M. 2012. French-Indonesian archaeological excavation in East Kalimantan. Interim Report to the Minis | Keywords: Excavated site;;;;
drive-fba5d15c37bc;Liang Abu’s;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1038/nature06164 | https://doi.org/10.1080/01977261.2003.11721004 | https://doi.org/10.3184/003685001783238989 | https://doi.org/10.5281/zenodo.1165930 | https://doi.org/10.5281/zenodo.3929562 | https://doi.org/10.5281/zenodo.3929615 | https://doi.org/10.5281/zenodo.6774519 | https://doi.org/10.5281/zenodo.6774530;Description: 93 ReseaR ch R epo R t Journal of Pacific Archaeology – Vol. 5 · No. 1 · 2014 The red-slipped and cord-marked sherds from Liang Abu’s layer 2 Three red-slipped sherds were found in different excavated squares (Figure 3). However, a detailed observation of the sherds suggested that they were originally from the same pot. Three technological description phase. A comprehensive pe - riodization will be based on reliable observations from each area it aims to describe ‘rather than forcing it into a preconceived scenario’ (Bulbeck 2008). According to Wibisono’s framework, Liang Abu’s assemblage would correspond to the latest phase, with its especially broad definition. Such a description is useful, but it brings little relevant information, as Liang Abu’s layer 2 dates are far more recent. To avoid | Keywords: Riverine site;;;;
drive-b8a0a9ccc0dc;Painted Cave;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;Description: sites in Sulawesi, the l esser Sundas and Irian Jaya named by van Heekeren (van Heekeren, 1958, 1972), sites in Timor-l este (de Almeida 1967, g lover 1986), g ua Tambun in Peninsular malaysia (matthews 1959, 1960), the Painted Cave (g ua k ain Hitam) in malaysian b orneo (Harrisson 1959) and the Padalin Caves in myanmar (U Aung Thaw 1971). In 1987, during a meeting of prehistorians in b angkok at the Southeast Asian ministers of e ducation o rgani sites were known, including Liang Lumba in Kalimantan [3], Khao Khian, Pha Mue Daeng and Tham Roob [5 –7] in Thailand, several Indonesian sites named by van Heekeren [8,9], Gua Tambun in Peninsular Malaysia [10,11], the Painted Cave (Gua Kain Hitam) in Malaysian Borneo [12] and the Padahlin Caves in Myanmar [13]. In 1987, during a meeting of prehistorians in Bangkok at Southeast Asian Ministers of Education Organisation Regional Centre for Arc | Keywords: Cave;;;;
drive-3b0ca7f0d5ac;Tewet Cave;East Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1002/sia.2904 | https://doi.org/10.1016/j.jasrep.2020.102345 | https://doi.org/10.1016/j.jasrep.2020.102345;Description: Fig. 1.Location of Tewet Cave, Sangkulirang-Mangkalihat site, East Kalimantan, Indonesia. Fig.2.(a) Gergaji mountain at Sangkulirang-Mangkalihat site, with the location of Tewet cave, (b) the entrance of Tewet cave at an altitude of ±20 m (150 masl) 015, the region was submitted by the Indonesian government to the UNESCO to become a cultural world heritage, and has officially become a highly potential candidate to be recognized as one. Fig. 2. Rock-Arts depicted in Tewet Cave To complete the ‘dossier’ submitted to UNESCO, a documentation must be conducted. Maps is one among necessary documents to be completed in the dossier. Maps that not only present its location, but also its characteristi | Keywords: Rock art site;;;;
drive-fd0044e330a6;Gua Alo;Flores;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631;"""Description: ampung- H) and Flores (Liang Momer-E and Liang Toge). For com­ parison, the skull fragments from the following regions are added in the Tables: Java (Gua Kecil and Gua Jimbe), Malaysia (Gua Kepah) and Flores (Aimere and Gua Alo). Fig. 5A. Sites of the prehistoric skulls in Australasia studied/discussed. The four recent collections studied come from China, Java, Papua New Guinea, and Australia. mainland Penang, Malaysia Mesolithic–Neolithic Callenfels, 1936; Mijsberg, 1940 Matsumura and Hudson, 2005 Mesolithic Flores Flores Island, Indonesia Mesolithic, c.7000–4000 bp Sites of Liang Momer, Linag Toge, Liang X, Gua Alo, Aimere, Sampung and Gua Nempong (Jacob 1967) Matsumura and Pookajorn, 2005 Weidun and Songze Site in Jiangsu Prov., South China Neolithic (Majiabang Culture, c.7000–5000 bp) Chang, 1986; Nakahashi and Li, 2002; teeth i | Keywords: Cave""";;;;
drive-6b88d5029636;Gua Nempong;Flores;;;;;;No;Not documented;Not specified;-4000;-350;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: olithic–Neolithic Callenfels, 1936; Mijsberg, 1940 Matsumura and Hudson, 2005 Mesolithic Flores Flores Island, Indonesia Mesolithic, c.7000–4000 bp Sites of Liang Momer, Linag Toge, Liang X, Gua Alo, Aimere, Sampung and Gua Nempong (Jacob 1967) Matsumura and Pookajorn, 2005 Weidun and Songze Site in Jiangsu Prov., South China Neolithic (Majiabang Culture, c.7000–5000 bp) Chang, 1986; Nakahashi and Li, 2002; teeth includes Songze series Matsumura, artefacts have been recovered from various sites. The Liang Momer and Liang Toge sites produced five individuals, including nearly complete crania. Many further fragmentary remains were unearthed from Liang X, Gua Alo, Gua Nempong and other sites. Jacob (1967) identified these Flores populations as Australo-Melanesian. Tabon Cave on Palawan Island is a well-known site that has produced the oldest human skeletal remains in the Philippines, consis | Keywords: Cave""";;;;
drive-82cdad33d237;Jerimalai Cave;Flores;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;Description: . Since the site was occupied by Homo floresiensis, we need more solid data to confirm when this early human species disappeared or was replaced by modern humans in Flores. On the other hand, Asitau Kuru, formerly named Jerimalai Cave, located along the eastern coast of East Timor ( Figure 1) is one the oldest prehistoric sites left by modern humans and is dated to 42-38 ka [3]. There is no direct fossil evidence of modern humans in Asitau Kuru, thou d a human presence with large pebble tools by 30–24 kya in the Lua Meko rock shelter on Rote Island. There is no sign so far in Timor of any hominin occupation prior to the arrival of Homo sapiens. The first settlers in Jerimalai Cave made a good living from the sea, with many bones initially claimed to be of fast‐swimming pelagic fish such as tuna accounting for more than 50% of all fishbone in the lower layers. These were dated from associ | Keywords: Cave;;;;
drive-19425655a763;Liang Bua;Flores;;4326;120.444;-8.531;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1016/j.jasrep.2021.103199 | https://doi.org/10.1016/j.jasrep.2021.103199 | https://doi.org/10.7152/jipa.v44i0.15675 | https://doi.org/10.1016/j.jhevol | https://doi.org/10.1016/j.jhevol | https://doi.org/10.1126/science.1193130 | https://doi.org/10.1016/j.jhevol.2006.08.002 | https://doi.org/10.1016/j.jhevol.2008.10.006 | https://doi.org/10.1016/j.jhevol.2008.08.015 | https://doi.org/10.1016/j.jhevol.2008.08.015 | https://doi.org/10.1073/pnas.1516186113 | https://doi.org/10.1016/j.jhevol.2008.10.006 | https://doi.org/10.1016/j.jhevol.2009.07.003 | https://doi.org/10.1038/nature04022 | https://doi.org/10.1016/j.jhevol.2018.07.001;"""""""Description: On October 28, 2004, came the startling announcement that the remains of a tiny little humanlike creature had been found in Late Pleistocene deposits in Liang Bua, a cave on the island of Flores in Nusatenggara. It was a joint Indonesian-Australian discovery: Thomas Sutikna of the Indonesian Centre for Archaeology in Jakarta, Mike Morwood, of the University of New England in Armidale (New South Wales), and their teams. The new species was represented by a nearly complete adult skeleton, Liang Bua 1, and the isolated lower premolar of a second individual, LB2. LB1 was found at a level dated to approximately 18,000 BP; LB2 was much older. The detailed description of the remains, and the description and naming of the new species Homo floresiensis, was by the renowned palaeoanthropologist Peter Brown. | Keywords: Homo Floresiensis """"""";;;;
drive-aa0bba4481fe;Liang Bua Faunal Remains;Flores;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1016/j.jhevol.2008.08.015;Description: 13):4826 –31. doi: 10.1073/ pnas.1320412111 van den Bergh, G. D., H. J. M. Meijer, R. D. Awe, M. J. Morwood, K. Szab /C19o, L. W. van den Hoek Ostende, T. Sutikna, E. P. Saptomo, P. J. Piper, and K. M. Dobney. 2009. The Liang Bua Faunal Remains: A 95k.yr. sequence from Flores, East Indonesia. Journal of Human Evolution 57 (5):527 –37. doi: 10.1016/j.jhevol.2008.08.015 Wattimena, L. 2017. Kosmologi Habo Tetear orang Kei [Cosmology of ‘Habo Tetear ’ of the Kei p;;;;
drive-e2e3b42c552f;Liang Bua Homo;Flores;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v26i2.936 | https://doi.org/10.30883/jba.v26i2.936 | https://doi.org/10.1016/j.jhevol.2006.08.011 | https://doi.org/10.1080/15564894.2022.2108947.] | https://doi.org/10.5281/zenodo.3929274;Description: Homo floresiensis at Liang Bua in Indonesia. Nature 532, 366–369 (2016). 11. Détroit, F . et al. A new species of Homo from the Late Pleistocene of the Philippines. Nature 568, 181–186 (2019). 12. Brown, P . & Maeda, T. Liang Bua Homo floresiensis mandibles and mandibular teeth: a contribution to the comparative morphology of a new hominin species. J. Hum. Evol. 57, 571–596 (2009). 13. Argue, D., Groves, C. P ., Lee, M. S. Y . & Jungers, W . L. The a d metrical analysis of the crania, mandibles and dentitions of a prehistoric Australian human population. Terra Australis, 13. Canberra: Department of Prehistory, Australian National University. Brown P , Maeda T. 2009. Liang Bua Homo floresiensis mandibles and mandibular teeth: A contribution to the comparative morphology of a new hominin species. J Hum Evol 57:571–596. Brown P , Sutikna T, Morwood MJ, Soejono RP , Jatmiko Wayhu Saptomo E, | Keywords: Surveyed site;;;;
