site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,rejection_reason
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",664,"nd later generations at Teouma, Efate. Journal of Island and Coastal Archaeology 9(3): 381–399. Vilar, M. G., A. Kaneko, F. W. Hombhanje, T. Tsukahara, I. Hwaihwanje and J. K. Lum. 2008. Reconstructing the origin of the Lapita Cultural Complex: mtDNA analyses of East Sepik Province, PNG. Journal of Human Genetics 53(8): 698–708.",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",693,"5 ancestor reverence 306, 318, 321 ancestry: determination of 327, 328t, 329t, 330f, 331f ancient DNA (aDNA) 1, 372, 377, 381, 625; calculus (dental) 615, 616; domestication of animals 463, 470 –1, 474–5, 476, 477, 484; Lapita Cultural Complex 401, 402–4, 628–9; Ma ¯ori people 644, 646; population history and 13, 15, 17, 18 Anderson, A. 14; see also under Kennett, D.J. et al. Anderson, K. see Petchey, F. et al. Andrews, P. see Bello, S. et al. Andrushko, V.A.",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",694,"Otago (Biological Anthropology Research Group) (New Zealand) biomechanical bioarchaeology 110, 112 bird plumage 27, 483, 495 Bismarck Archipelago 18, 19, 629; diet and nutrition 453–4, 455; infectious diseases 366, 380; Lapita Cultural Complex 389, 394, 397, 399, 400, 427 blade technology 13; see also edge-grinding technology; fire technology; marine technology; osseous technology; stone technology; technology development Blust, R. 476 body size see stature B",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",695,"adman, D.W. et al. Burney, D.A. see Thomson, V.A. et al. Bustamante, C. see Freedman, A. et al. C 3/C4 plants: diet and nutrition 137, 138, 510, 614; domestication of chickens 495; isotopes 141, 151, 152, 153, 154, 155; Lapita Cultural Complex 429, 446; Remote Oceania 573–4 Cabanis, E. see Dizon, E . et al. Cagayan Valley (Philippines) 306 Cai, Y.-J. see Liu, W. et al. calcium oxalate crystals 603, 605, 606, 613–14 calculus (dental) 435, 440, 449, 542, 600; a",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",697,"et al. 400 demic diffusion 3, 17–18, 19 Denham, T. 627; see also under Thomson, V.A. et al. dental health and disease 45 , 104, 164–6, 166t; Bourewa/‘Atele 581t, 582t; infants and children 170t, 172t, 175, 183t , 185t; Lapita Cultural Complex 430, 432f, 433t, 434t, 435t, 447t; methods for recording oral health conditions 574–7; Remote Oceania 573, 576, 577t, 578t, 579t, 580t, 581t; Thailand 80, 83t, 84t, 165, 166t, 170t; see also alveolar lesions; antemortem",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",698,"ment 290–1, 292t; findings in Southeast Asia–Pacific region 304, 305f, 306, 307; simultaneous/separate burials 291, 292, 304 Fiji 5, 373, 374, 376, 472; diet and nutrition 570–1, 572, 587; domestication of chickens 494; Lapita Cultural Complex 389, 395, 401–2, 404 , 510, 629; see also under individual sites fire technology 412, 416, 417f, 418; see also blade technology; edge-grinding technology; marine technology; osseous technology; stone technology; technol",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",699,"proaches to age 188–9, 209–13; see also sex estimation Generalised Linear Models (GLM) 194 , 204, 207t, 208t, 212 Geneste, J.-M. et al. 14 genetics 625, 627; dogs 463, 464–5, 466f, 470–1, 472f, 473t, 474 –5; patterns in Lapita Cultural Complex 390, 394–7; signals 16; ‘surfing’ 627 Ghirotto, S. see Reyes-Centeno, H. et al. Giangregorio, L. 335 Gill, G. 607 Ginn, J. 190 Girdland Flink, L. see Thomson, V.A. et al. Gjerdrum, T. see Walker, P.L. et al. Go O Chua (",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",701,"ditions 38, 52, 53, 306, 307; domestication of chickens 485, 486; domestication of dogs 467, 469t, 470, 471, 475; environmental change 24, 26, 27; field anthropology 289, 294–5 ; health and disease 340–1, 354, 355, 378; Lapita Cultural Complex 404, 427–8, 627; mid-Holocene population history 9, 11f, 18–19; population history 9, 10f, 11f, 12–16 isotopes 354, 657, 658–9; bio archaeology and 3, 10, 11, 12; bone collagen 582f; boxplot diagram 277f; C 3/C4 plants",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",702,"49t, 250f, 251t, 252 landscape: transformation of 24, 25f, 26, 159; use and management of 4, 411–13, 416, 418 Lang Longrien (Thailand) 26, 28 Langerhans Cell Histiocytosis 70 Laos 243–4 , 248, 249t, 250f, 251t, 252, 656 Lapita Cultural Complex 12, 4, 5, 18, 389–90; ancient DNA (aDNA) 401, 402–4, 628–9; biological studies in Pacific 390–1; biosocial context of subsistence change 446, 447t, 448f, 449–54; calculus 440; caries and carious lesions 436, 437t, 438t,",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",703,".A. et al. marine technology 35, 37, 38; see also blade technology; edge-grinding technology; fire technology; osseous technology; stone technology; technology development marine-based diet 137, 142, 510, 520, 658, 661; Lapita Cultural Complex 435, 453, 454; Remote Oceania 569, 574, 586, 587, 589 Mariotti, V. et al. 352 Marques-Bonet, T. see Freedman, A. et al. Marshall Islands (Micronesia) 475 Martin, P.S. see Long, A. et al. Marx, P. see Freedman, A. et al.",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",704,"ative Americans 13, 14 Naton Beach (Tumon Bay, Guam) 376 Nawrocki, S.P. 221, 227 Neanderthals 12, 14 Near Oceania 23, 65–6, 379, 380, 403 , 453–4; domestication of chickens 487, 490; domestication of dogs 472, 475, 476; Lapita Cultural Complex 389, 390, 394, 397, 398t, 399–400; mitochondrial lineages 391, 392, 393, 396, 399 Nebira (New Guinea) 590 Neis, P.J. 244 Nelson, S. see Freedman, A. et al. Nemeskéri, J. 327 Nendo (Santa Cruz) 400 Nenumbo (Reef Islands)",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",705,"tive data 152–5; diet and nutrition 138, 141, 143, 145, 146f, 148f; dietary differences 585f , 586f, 587f, 588f; domestication of chickens 495; gender and 589–92; interpreting isotopic signatures 149f ,150, 151, 509–10; Lapita Cultural Complex 429, 430, 431f, 432f&t, 450; paleodietary findings 582f , 583t; pig diets and 432f&t; raw stable isotope results for individuals 151–2; Remote Oceania 574, 575, 576, 584, 589, 592; see also carbon isotopes; isotopes; st",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",706,"leagues oxygen isotopes 60, 82, 83, 86f, 629; Neolithic period 272, 274–5t, 276t P haplogroups 401, 402, 404 Pacific Islands 14–6, 19, 295–6, 427; biogeographical island environment 363, 364f, 365; biological studies of Lapita Cultural Complex 390–1; diet and nutrition 368–70; malaria 173, 174, 363, 366–7, 369, 379–81; mitochondrial DNA studies 391–2, 393, 394, 396; mycobacteria 378; prehistoric human settlement 365–8, 452; treponemal disease 371–8; whole gen",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",707,"bone 12 Poll, H. 638 Polynesia 2, 5, 306, 627, 638; diet and nutrition 368, 369, 570–1; domestication of chickens 490, 493, 660; domestication of dogs 468, 473–5, 476; infectious diseases 365–7, 372, 373, 376, 377, 379; Lapita Cultural Complex 389, 390–1, 393–4, 395, 401, 402, 404 ‘Polynesian motif’ 392, 396–7 population history 9, 12, 366; agriculture and 158, 421–2; ancient DNA (aDNA) 13, 15, 17, 18; Australia 14, 15–16, 19, 409, 410; maps 10f, 11f populati",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",708,"38 Sahul 26, 391, 409, 410f, 411f, 415 Saipan 378 Sakai site (Thai/Malay peninsula) 29 Salazar-Garcia, D.C. see Power, R.C. et al. Salkhit skullcap 14 Samoa: diet and nutrition 570–1; infectious diseases 368, 373, 374; Lapita Cultural Complex 389, 395, 401–2, 403–4 Samrong Sen (Cambodia) 57 Sand, C. 295; see also under Petchey, F. et al.; Petchey, F. et al. Santa Cruz 400, 401, 402 Saul, F.P. 69 Sawada, J. 142 Sayavongkhamdy, T. 240 Scanning Electron Microsc",bad_keyword
Lapita Cultural Complex,,,,,"data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",709,"ious diseases and 363, 375–7; interpretation of pathology from bone lesions 340, 344, 351–2; Island Southeast Asia (ISEA) 33, 34f, 35; isotopic analysis 139, 150, 271; ko ¯iwi tangata (Ma ¯ori people) 5, 6, 637, 638–42; Lapita Cultural Complex 402–4, 628–9; macroscopic analysis of burned bone 246–7; nutritional disease and 370; palaeopathological approaches 339; reduction of elements 300–1, 302f, 303, 304, 306, 314; simultaneous/separate burial 292, 293; trau",bad_keyword
